settlement_id,settlement_name,latitude,longitude,region,district,date,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,imd_grid_latitude,imd_grid_longitude
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-01-29,16.026432037353516,52.07992172241211,52.286189794540405,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-01-30,0.3535190224647522,49.453921854496,52.43344074487686,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-01-31,0.0,16.379951059818268,52.43344074487686,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-01,0.0,0.3535190224647522,52.43344074487686,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-02,0.0,0.0,52.43344074487686,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-03,0.0,0.0,49.453921854496,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-04,0.0,0.0,16.379951059818268,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-05,0.0,0.0,0.3535190224647522,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-06,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-07,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-08,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-09,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-10,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-11,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-12,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-13,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-14,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-15,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-16,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-17,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-18,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-19,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-20,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-21,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-22,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-23,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-24,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-25,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-26,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-27,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-02-28,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-01,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-02,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-03,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-04,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-05,4.407796382904053,4.407796382904053,4.407796382904053,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-06,0.6692551374435425,5.077051520347595,5.077051520347595,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-07,13.040000915527344,18.11705243587494,18.11705243587494,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-08,2.0375895500183105,15.746845602989197,20.15464198589325,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-09,0.13256299495697021,15.210153460502625,20.28720498085022,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-10,3.0308315753936768,5.2009841203689575,23.318036556243896,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-11,3.4074008464813232,6.57079541683197,26.72543740272522,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-12,2.6988298892974854,9.137062311172485,25.016470909118652,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-13,0.0,6.106230735778809,24.34721577167511,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-14,3.1630489826202393,5.861878871917725,14.470263838768005,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-15,131.3484344482422,134.51148343086243,143.78110873699188,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-16,20.8944091796875,155.40589261054993,164.5429549217224,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-17,0.0,152.2428436279297,161.51212334632874,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-18,0.0,20.8944091796875,158.1047224998474,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-19,0.0,0.0,155.40589261054993,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-20,0.0,0.0,155.40589261054993,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-21,15.789894104003906,15.789894104003906,168.0327377319336,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-22,0.0,15.789894104003906,36.684303283691406,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-23,0.0,15.789894104003906,15.789894104003906,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-24,0.0,0.0,15.789894104003906,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-25,0.0,0.0,15.789894104003906,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-26,0.0,0.0,15.789894104003906,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-27,0.0,0.0,15.789894104003906,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-28,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-29,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-30,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-03-31,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-01,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-02,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-03,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-04,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-05,0.0,0.0,0.0,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-06,1.0258535146713257,1.0258535146713257,1.0258535146713257,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-07,14.506271362304688,15.532124876976013,15.532124876976013,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-08,0.0,15.532124876976013,15.532124876976013,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-09,0.0,14.506271362304688,15.532124876976013,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-10,0.0,0.0,15.532124876976013,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-11,0.1443876475095749,0.1443876475095749,15.676512524485588,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-12,0.0,0.1443876475095749,15.676512524485588,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-13,4.615389823913574,4.759777471423149,19.266048833727837,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-14,0.23569703102111816,4.851086854934692,4.995474502444267,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-15,0.0,4.851086854934692,4.995474502444267,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-16,0.0,0.23569703102111816,4.995474502444267,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-17,7.685068130493164,7.685068130493164,12.680542632937431,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-18,0.18564125895500183,7.870709389448166,12.721796244382858,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-19,9.220239639282227,17.090949028730392,21.942035883665085,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-20,0.12376084923744202,9.52964174747467,17.450406908988953,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-21,20.766965866088867,30.110966354608536,37.9816757440567,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-22,0.599755048751831,21.49048176407814,38.58143079280853,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-23,0.33140748739242554,21.698128402233124,38.91283828020096,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-24,0.0,0.9311625361442566,31.227770149707794,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-25,0.13256299495697021,0.46397048234939575,31.174691885709763,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-26,0.9988888502120972,1.1314518451690674,22.953341096639633,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-27,0.0,1.1314518451690674,22.82958024740219,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-28,0.0,0.9988888502120972,2.062614381313324,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-29,0.0,0.0,1.462859332561493,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-04-30,0.2681484818458557,0.2681484818458557,1.399600327014923,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-01,1.4019683599472046,1.6701168417930603,2.8015686869621277,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-02,18.22037696838379,19.89049381017685,20.889382660388947,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-03,0.0,19.622345328330994,19.89049381017685,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-04,0.0,18.22037696838379,19.89049381017685,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-05,0.0,0.0,19.89049381017685,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-06,0.0,0.0,19.89049381017685,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-07,7.045259475708008,7.045259475708008,26.667604804039,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-08,5.718766212463379,12.764025688171387,30.984402656555176,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-09,0.0,12.764025688171387,12.764025688171387,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-10,0.26512598991394043,5.983892202377319,13.029151678085327,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-11,4.177377223968506,4.442503213882446,17.206528902053833,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-12,0.0,4.442503213882446,17.206528902053833,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-13,9.315464973449707,13.492842197418213,26.52199387550354,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-14,8.634315490722656,17.949780464172363,28.11104989051819,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-15,4.936772346496582,22.886552810668945,27.32905602455139,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-16,0.0,13.571087837219238,27.32905602455139,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-17,0.0,4.936772346496582,27.06393003463745,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-18,0.0,0.0,22.886552810668945,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-19,9.26783561706543,9.26783561706543,32.154388427734375,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-20,0.0,9.26783561706543,22.838923454284668,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-21,35.8341178894043,45.10195350646973,50.03872585296631,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-22,2.393237590789795,38.22735548019409,47.49519109725952,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-23,14.457212448120117,52.68456792831421,61.95240354537964,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-24,0.0,16.850450038909912,61.95240354537964,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-25,16.66216278076172,31.119375228881836,78.61456632614136,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-26,6.187624931335449,22.849787712097168,75.53435564041138,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-27,8.013988494873047,30.863776206970215,83.54834413528442,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-28,0.19884449243545532,14.400457918643951,47.91307073831558,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-29,0.0,8.212832987308502,45.51983314752579,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-30,0.0,0.19884449243545532,31.06262069940567,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-05-31,0.6394309997558594,0.6394309997558594,31.70205169916153,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-01,9.105671882629395,9.745102882385254,24.145560801029205,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-02,1.4681037664413452,11.2132066488266,19.4260396361351,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-03,20.06406593322754,30.63784158229828,31.476117074489594,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-04,2.5774078369140625,24.109577536582947,33.8546804189682,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-05,0.0,22.6414737701416,33.8546804189682,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-06,11.056751251220703,13.634159088134766,44.911431670188904,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-07,5.960350513458252,17.017101764678955,50.232351183891296,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-08,10.133491516113281,27.150593280792236,51.26017081737518,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-09,0.0,16.093842029571533,49.79206705093384,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-10,0.0,10.133491516113281,29.7280011177063,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-11,6.49658203125,6.49658203125,33.647175312042236,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-12,0.5248675346374512,7.021449565887451,34.17204284667969,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-13,2.523613452911377,9.545063018798828,25.63890504837036,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-14,0.0,3.048480987548828,19.67855453491211,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-15,5.154815673828125,7.678429126739502,14.699878692626953,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-16,15.464447021484375,20.6192626953125,30.164325714111328,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-17,0.0,20.6192626953125,30.164325714111328,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-18,0.0,15.464447021484375,23.667743682861328,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-19,0.0,0.0,23.142876148223877,11.5,76.75
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2017-06-20,0.0,0.0,20.6192626953125,11.5,76.75
