settlement_id,settlement_name,latitude,longitude,region,district,elevation_m,slope_deg,date,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,imd_grid_latitude,imd_grid_longitude,settlement_input_classification,terrain_source_classification,rainfall_source_classification
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-11,0.0,23.755372524261475,37.46075767278671,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-12,0.0,15.92004680633545,28.386416852474213,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-13,0.0,0.0,26.118177354335785,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-14,0.0,0.0,24.506192982196808,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-15,0.0,0.0,23.755372524261475,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-16,0.0,0.0,15.92004680633545,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-17,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-18,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-19,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-20,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-21,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-22,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-23,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-24,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-25,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-26,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-27,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-28,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-29,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-30,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-01-31,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-01,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-02,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-03,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-04,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-05,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-06,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-07,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-08,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-09,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-10,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-11,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-12,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-13,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-14,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-15,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-16,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-17,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-18,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-19,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-20,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-21,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-22,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-23,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-24,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-25,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-26,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-27,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-28,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-02-29,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-01,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-02,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-03,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-04,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-05,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-06,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-07,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-08,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-09,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-10,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-11,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-12,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-13,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-14,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-15,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-16,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-17,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-18,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-19,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-20,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-21,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-22,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-23,0.3259575068950653,0.3259575068950653,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-24,0.0,0.3259575068950653,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-25,0.0,0.3259575068950653,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-26,0.0,0.0,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-27,0.0,0.0,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-28,0.0,0.0,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-29,0.0,0.0,0.3259575068950653,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-30,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-03-31,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-01,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-02,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-03,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-04,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-05,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-06,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-07,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-08,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-09,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-10,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-11,0.0,0.0,0.0,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-12,13.7274751663208,13.7274751663208,13.7274751663208,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-13,5.897041320800781,19.624516487121586,19.624516487121586,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
DEMO-NLG-001,Demo Nilgiris location A,11.41,76.69,Tamil Nadu,Nilgiris,2246.0,17.549813884833533,2024-04-14,1.2279956340789795,20.85251212120056,20.85251212120056,11.5,76.75,DEMO,REAL_DERIVED_FROM_SRTM,REAL_DERIVED_FROM_IMD
